"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:04,5249965","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1643","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1643"
"16:53:04,5250301","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5251855","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5252601","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1644","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1644"
"16:53:04,5252935","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5254493","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5255235","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1645","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1645"
"16:53:04,5255571","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5257129","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5257998","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1646","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1646"
"16:53:04,5258425","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5260129","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5260885","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1647","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1647"
"16:53:04,5261225","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5262801","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5263543","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1648","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1648"
"16:53:04,5263915","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5265484","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5266223","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1649","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1649"
"16:53:04,5266559","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5268115","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5268851","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1650","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1650"
"16:53:04,5269185","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5270952","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5271747","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1651","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1651"
"16:53:04,5272106","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5273895","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5274669","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1652","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1652"
"16:53:04,5275019","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5276608","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5277372","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1653","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1653"
"16:53:04,5277716","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5279286","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5280039","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1654","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1654"
"16:53:04,5280379","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5281986","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5282494","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1655","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1655"
"16:53:04,5282865","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5284452","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5285199","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1656","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1656"
"16:53:04,5285538","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5287101","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5287848","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1657","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1657"
"16:53:04,5288185","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5289740","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5290486","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1658","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1658"
"16:53:04,5290821","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5292370","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5293111","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1659","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1659"
"16:53:04,5293445","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5294999","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5295740","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1660","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1660"
"16:53:04,5296076","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5297618","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5298368","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1661","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1661"
"16:53:04,5298703","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5300245","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5300983","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1662","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1662"
"16:53:04,5301317","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5302864","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5303598","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1663","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1663"
"16:53:04,5303931","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5305475","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5306211","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1664","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1664"
"16:53:04,5306545","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5308092","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5308824","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1665","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1665"
"16:53:04,5309157","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5310699","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5311430","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1666","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1666"
"16:53:04,5311764","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5313307","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5314036","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1667","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1667"
"16:53:04,5314371","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5315915","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5316647","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1668","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1668"
"16:53:04,5316979","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5318519","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5319250","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1669","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1669"
"16:53:04,5319582","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5321130","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5321862","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1670","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1670"
"16:53:04,5322196","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5323740","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5324471","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1671","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1671"
"16:53:04,5324804","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5326346","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5327075","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1672","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1672"
"16:53:04,5327408","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5328949","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5329683","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1673","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1673"
"16:53:04,5330018","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5331565","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5332404","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1674","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1674"
"16:53:04,5332835","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5334601","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5335344","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1675","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1675"
"16:53:04,5335685","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5337246","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5337980","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1676","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1676"
"16:53:04,5338317","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5339873","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5340607","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1677","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1677"
"16:53:04,5340941","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5342492","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5343231","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1678","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1678"
"16:53:04,5343569","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5345603","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5346542","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1679","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1679"
"16:53:04,5346978","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5349007","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5350029","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1680","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1680"
"16:53:04,5350465","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5352482","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5353432","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1681","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1681"
"16:53:04,5353871","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5355904","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5356851","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1682","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1682"
"16:53:04,5357297","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5359362","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5360321","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1683","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1683"
"16:53:04,5360762","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5362854","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5363455","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1684","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1684"
"16:53:04,5363825","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5365529","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5366308","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1685","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1685"
"16:53:04,5366663","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5368288","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5369059","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1686","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1686"
"16:53:04,5369409","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5371007","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5371765","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1687","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1687"
"16:53:04,5372108","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5373703","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5374453","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1688","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1688"
"16:53:04,5374792","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5376367","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5377112","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1689","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1689"
"16:53:04,5377451","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,5379012","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,5379763","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include1690","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include1690"
"16:53:04,5380100","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
