"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:03,6001516","conhost.exe","1204","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:53:03,6001936","conhost.exe","1204","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS","Desired Access: Query Value"
"16:53:03,6002374","conhost.exe","1204","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE\LaunchUserOOBE","NAME NOT FOUND","Length: 16"
"16:53:03,6002761","conhost.exe","1204","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS",""
"16:53:03,9457068","cmd.exe","860","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9458001","cmd.exe","860","QueryDirectory","D:\CreateProcess-gcc-issue\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9458520","cmd.exe","860","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:03,9460428","cmd.exe","860","CreateFile","C:\Program Files\Microsoft\jdk-11.0.12.7-hotspot\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9460976","cmd.exe","860","QueryDirectory","C:\Program Files\Microsoft\jdk-11.0.12.7-hotspot\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9461378","cmd.exe","860","CloseFile","C:\Program Files\Microsoft\jdk-11.0.12.7-hotspot\bin","SUCCESS",""
"16:53:03,9463140","cmd.exe","860","CreateFile","C:\Program Files\Microsoft\jdk-11.0.14.101-hotspot\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9463685","cmd.exe","860","QueryDirectory","C:\Program Files\Microsoft\jdk-11.0.14.101-hotspot\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9464077","cmd.exe","860","CloseFile","C:\Program Files\Microsoft\jdk-11.0.14.101-hotspot\bin","SUCCESS",""
"16:53:03,9466605","cmd.exe","860","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9467164","cmd.exe","860","QueryDirectory","C:\Windows\System32\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9467609","cmd.exe","860","CloseFile","C:\Windows\System32","SUCCESS",""
"16:53:03,9469330","cmd.exe","860","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9470190","cmd.exe","860","QueryDirectory","C:\Windows\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9470558","cmd.exe","860","CloseFile","C:\Windows","SUCCESS",""
"16:53:03,9472424","cmd.exe","860","CreateFile","C:\Windows\System32\wbem","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9472918","cmd.exe","860","QueryDirectory","C:\Windows\System32\wbem\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9473307","cmd.exe","860","CloseFile","C:\Windows\System32\wbem","SUCCESS",""
"16:53:03,9475027","cmd.exe","860","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9475553","cmd.exe","860","QueryDirectory","C:\Windows\System32\WindowsPowerShell\v1.0\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9475918","cmd.exe","860","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0","SUCCESS",""
"16:53:03,9477773","cmd.exe","860","CreateFile","C:\Windows\System32\OpenSSH","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9478246","cmd.exe","860","QueryDirectory","C:\Windows\System32\OpenSSH\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9478594","cmd.exe","860","CloseFile","C:\Windows\System32\OpenSSH","SUCCESS",""
"16:53:03,9480525","cmd.exe","860","CreateFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9481039","cmd.exe","860","QueryDirectory","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9481397","cmd.exe","860","CloseFile","C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common","SUCCESS",""
"16:53:03,9483263","cmd.exe","860","CreateFile","C:\Program Files\dotnet","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9483769","cmd.exe","860","QueryDirectory","C:\Program Files\dotnet\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9484128","cmd.exe","860","CloseFile","C:\Program Files\dotnet","SUCCESS",""
"16:53:03,9485900","cmd.exe","860","CreateFile","C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9486404","cmd.exe","860","QueryDirectory","C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9486794","cmd.exe","860","CloseFile","C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit","SUCCESS",""
"16:53:03,9488500","cmd.exe","860","CreateFile","C:\Program Files (x86)\WinMerge","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9489001","cmd.exe","860","QueryDirectory","C:\Program Files (x86)\WinMerge\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9489368","cmd.exe","860","CloseFile","C:\Program Files (x86)\WinMerge","SUCCESS",""
"16:53:03,9491470","cmd.exe","860","CreateFile","C:\Program Files\TortoiseGit\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9492053","cmd.exe","860","QueryDirectory","C:\Program Files\TortoiseGit\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9492454","cmd.exe","860","CloseFile","C:\Program Files\TortoiseGit\bin","SUCCESS",""
"16:53:03,9494237","cmd.exe","860","CreateFile","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9494736","cmd.exe","860","QueryDirectory","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9495092","cmd.exe","860","CloseFile","C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR","SUCCESS",""
"16:53:03,9497260","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9498876","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9499404","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9499776","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Bin","SUCCESS",""
"16:53:03,9501978","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Tools","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9503653","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\vulkan\1.3.224.1\Tools","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:03,9505412","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\qemu\current","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9507003","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\qemu\7.1.0-rc4","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9507518","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\apps\qemu\7.1.0-rc4\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9507909","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\apps\qemu\7.1.0-rc4","SUCCESS",""
"16:53:03,9509911","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\nodejs-lts\16.17.0\bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9511501","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\nodejs-lts\16.17.0\bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9513215","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\persist\nodejs-lts\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9513747","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\persist\nodejs-lts\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9514107","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\persist\nodejs-lts\bin","SUCCESS",""
"16:53:03,9515984","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\nodejs-lts\current","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9517560","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\nodejs-lts\16.17.0","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9518049","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\apps\nodejs-lts\16.17.0\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9518404","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\apps\nodejs-lts\16.17.0","SUCCESS",""
"16:53:03,9520319","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\python\3.10.6\Scripts","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9521285","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\python\3.10.6\Scripts","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9522272","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\persist\python\scripts","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9522734","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\persist\python\scripts\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9523085","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\persist\python\scripts","SUCCESS",""
"16:53:03,9524819","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\python\current","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9526378","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\python\3.10.6","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9526863","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\apps\python\3.10.6\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9527226","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\apps\python\3.10.6","SUCCESS",""
"16:53:03,9529617","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\persist\rustup\.cargo\bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9531568","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\persist\rustup\.cargo\bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9533171","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\persist\rustup\.cargo\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9533684","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\persist\rustup\.cargo\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9534045","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\persist\rustup\.cargo\bin","SUCCESS",""
"16:53:03,9536312","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\openssl\3.0.5\bin","REPARSE","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: <unknown>"
"16:53:03,9537903","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\apps\openssl\3.0.5\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9538438","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\apps\openssl\3.0.5\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9538797","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\apps\openssl\3.0.5\bin","SUCCESS",""
"16:53:03,9540486","cmd.exe","860","CreateFile","C:\Users\fskor\scoop\shims","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9540983","cmd.exe","860","QueryDirectory","C:\Users\fskor\scoop\shims\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9541486","cmd.exe","860","CloseFile","C:\Users\fskor\scoop\shims","SUCCESS",""
"16:53:03,9543314","cmd.exe","860","CreateFile","C:\Users\fskor\AppData\Local\Microsoft\WindowsApps","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9543836","cmd.exe","860","QueryDirectory","C:\Users\fskor\AppData\Local\Microsoft\WindowsApps\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9544231","cmd.exe","860","CloseFile","C:\Users\fskor\AppData\Local\Microsoft\WindowsApps","SUCCESS",""
"16:53:03,9546283","cmd.exe","860","CreateFile","C:\Users\fskor\AppData\Local\Programs\Microsoft VS Code\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9546803","cmd.exe","860","QueryDirectory","C:\Users\fskor\AppData\Local\Programs\Microsoft VS Code\bin\gcc.*","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*"
"16:53:03,9547135","cmd.exe","860","CloseFile","C:\Users\fskor\AppData\Local\Programs\Microsoft VS Code\bin","SUCCESS",""
"16:53:03,9548999","cmd.exe","860","CreateFile","C:\Program Files\Azure Data Studio\bin\","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:03,9551070","cmd.exe","860","CreateFile","C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\bin\","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:03,9553048","cmd.exe","860","CreateFile","C:\Users\fskor\.dotnet\tools","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:53:03,9554780","cmd.exe","860","CreateFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9555601","cmd.exe","860","QueryDirectory","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.*","SUCCESS","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.*, 2: gcc.exe"
"16:53:03,9556018","cmd.exe","860","CloseFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS",""
"16:53:03,9557639","cmd.exe","860","CreateFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9558420","cmd.exe","860","QueryDirectory","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.COM","NO SUCH FILE","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.COM"
"16:53:03,9558785","cmd.exe","860","CloseFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS",""
"16:53:03,9560360","cmd.exe","860","CreateFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9561104","cmd.exe","860","QueryDirectory","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.EXE","SUCCESS","FileInformationClass: FileFullDirectoryInformation, Filter: gcc.EXE, 2: gcc.exe"
"16:53:03,9561437","cmd.exe","860","CloseFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin","SUCCESS",""
"16:53:03,9564948","cmd.exe","860","QueryOpen","D:\CreateProcess-gcc-issue","SUCCESS","CreationTime: 21.09.2022 16:36:12, LastAccessTime: 21.09.2022 16:53:03, LastWriteTime: 21.09.2022 16:49:40, ChangeTime: 21.09.2022 16:49:40, AllocationSize: 0, EndOfFile: 0, FileAttributes: D"
"16:53:03,9565344","cmd.exe","860","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\gcc.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9565597","cmd.exe","860","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"16:53:03,9567032","cmd.exe","860","CreateFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9568050","cmd.exe","860","CreateFileMapping","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"16:53:03,9568466","cmd.exe","860","CreateFileMapping","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:03,9569173","cmd.exe","860","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\gcc.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9569633","cmd.exe","860","QuerySecurityFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Information: Label"
"16:53:03,9570074","cmd.exe","860","QueryNameInformationFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Name: \Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe"
"16:53:03,9595408","cmd.exe","860","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2268249387-2070369819-86024887-1001","SUCCESS","Desired Access: All Access"
"16:53:03,9595563","cmd.exe","860","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2268249387-2070369819-86024887-1001\\Device\HarddiskVolume1\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","NAME NOT FOUND","Length: 40"
"16:53:03,9595794","cmd.exe","860","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2268249387-2070369819-86024887-1001","SUCCESS",""
"16:53:03,9595913","cmd.exe","860","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"16:53:03,9596051","cmd.exe","860","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"16:53:03,9596452","cmd.exe","860","Process Create","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","PID: 11464, Command line: gcc  @includes.txt main.c"
